Produto,Categoria,Preco,Quantidade,Vendido_em
Produto_37,Categoria_C,169.09356527064804,40,2023-03-13 08:59:07
Produto_35,Categoria_E,206.2277021104751,7,2023-07-03 11:18:36
Produto_11,Categoria_B,51.34665705012747,13,2023-03-09 18:48:22
Produto_10,Categoria_C,161.53127129393584,27,2023-05-20 07:53:25
Produto_56,Categoria_B,385.4477963566927,46,2023-03-08 18:03:49
Produto_18,Categoria_B,174.20092935214785,48,2023-12-15 12:21:45
Produto_33,Categoria_B,325.5191631181165,6,2023-08-24 00:04:56
Produto_50,Categoria_D,333.1007263369254,16,2023-08-01 21:57:58
Produto_72,Categoria_D,429.4860207361553,44,2023-03-21 10:50:28
Produto_11,Categoria_E,223.80534436029475,20,2023-09-14 14:11:23
Produto_88,Categoria_B,484.616824859761,30,2023-10-04 21:59:14
Produto_50,Categoria_D,251.1547954287941,22,2023-12-21 23:27:15
Produto_99,Categoria_C,217.9688653227653,26,2023-10-16 16:37:06
Produto_47,Categoria_D,320.2056699068275,44,2023-06-08 20:39:58
Produto_14,Categoria_D,175.11086403109928,38,2023-09-16 09:35:29
Produto_47,Categoria_B,401.7600337429196,12,2023-08-21 10:44:33
Produto_51,Categoria_A,79.61118431404964,40,2023-01-29 14:33:05
Produto_9,Categoria_B,333.8433868039527,21,2023-08-09 14:37:13
Produto_95,Categoria_D,216.57712521987145,35,2023-12-15 01:52:52
Produto_1,Categoria_C,103.4556535930576,46,2023-02-17 19:16:33
Produto_87,Categoria_A,118.70753665038583,27,2023-05-21 06:36:20
Produto_81,Categoria_D,363.99984023258634,24,2023-01-26 19:25:06
Produto_18,Categoria_E,467.9371844880857,38,2023-07-04 13:33:34
Produto_20,Categoria_C,200.55161441881526,48,2023-04-23 00:23:13
Produto_25,Categoria_A,245.8319524745533,9,2023-06-17 14:41:31
Produto_100,Categoria_C,328.06358050968976,41,2023-04-30 03:29:07
Produto_46,Categoria_D,343.7109657829744,44,2023-08-24 21:21:35
Produto_74,Categoria_C,109.41812056144393,49,2023-02-14 06:20:40
Produto_89,Categoria_A,197.83167816467025,37,2023-06-25 11:50:40
Produto_3,Categoria_D,49.78182672018273,44,2023-04-27 20:20:20
Produto_67,Categoria_C,215.50557325357747,8,2023-12-03 03:42:54
Produto_26,Categoria_E,417.95448743082,3,2023-06-20 09:09:04
Produto_86,Categoria_A,326.2963155023229,32,2023-03-10 23:21:57
Produto_41,Categoria_C,133.07369706232234,39,2023-11-26 15:19:22
Produto_10,Categoria_D,167.07626190253401,44,2023-09-26 12:10:14
Produto_82,Categoria_E,462.69178769335855,15,2023-09-05 13:51:46
Produto_50,Categoria_A,324.54308040274117,1,2023-07-29 07:31:22
Produto_93,Categoria_D,69.45845250982613,41,2023-11-15 19:23:36
Produto_11,Categoria_E,269.52966618581377,16,2023-03-29 14:47:35
Produto_62,Categoria_B,244.61754157325666,2,2023-12-16 15:06:14
Produto_22,Categoria_B,478.94318566776957,30,2023-06-06 20:27:17
Produto_17,Categoria_C,226.0713556186169,18,2023-09-29 07:18:42
Produto_58,Categoria_D,26.241123677142294,11,2023-06-11 23:55:30
Produto_55,Categoria_C,14.091378197462191,28,2023-07-08 18:12:55
Produto_37,Categoria_A,234.31524311518325,33,2023-07-16 07:35:23
Produto_96,Categoria_E,123.51021703768194,45,2023-02-03 01:14:19
Produto_46,Categoria_A,267.9536346391854,1,2023-07-25 09:22:26
Produto_92,Categoria_A,141.1454289835321,30,2023-06-02 03:10:50
Produto_68,Categoria_A,199.32335183595,5,2023-04-13 20:49:04
Produto_26,Categoria_B,100.11591379430911,47,2023-06-26 08:33:01
Produto_88,Categoria_C,397.85226606088617,27,2023-11-26 13:53:37
Produto_55,Categoria_D,440.6767669876357,38,2023-01-10 21:48:11
Produto_30,Categoria_E,173.73018110444832,23,2023-08-17 06:01:53
Produto_52,Categoria_C,290.1188964369218,44,2023-07-09 09:52:37
Produto_23,Categoria_A,430.3194419661688,1,2023-08-28 22:25:34
Produto_13,Categoria_D,339.1043228662996,20,2023-07-04 02:57:56
Produto_21,Categoria_D,441.1850151803557,17,2023-09-06 04:05:17
Produto_100,Categoria_C,492.8197390265699,31,2023-10-18 20:48:19
Produto_21,Categoria_E,275.51924426430065,12,2023-07-06 19:51:12
Produto_99,Categoria_E,58.69579861083174,20,2023-12-29 02:53:09
Produto_81,Categoria_A,309.31335929322785,37,2023-12-27 03:28:54
Produto_77,Categoria_D,233.23665411650308,38,2023-01-21 05:28:28
Produto_84,Categoria_E,481.3405518425125,11,2023-02-05 02:49:00
Produto_82,Categoria_E,95.59975133994348,44,2023-06-01 01:31:14
Produto_5,Categoria_D,381.67811488615916,31,2023-10-15 05:33:23
Produto_49,Categoria_B,124.85737143364565,27,2023-11-24 08:13:28
Produto_11,Categoria_B,200.56220967669032,47,2023-10-30 19:44:24
Produto_38,Categoria_B,176.50236125883984,21,2023-06-26 07:44:44
Produto_36,Categoria_E,247.18136999095103,13,2023-08-01 01:56:57
Produto_68,Categoria_D,18.433035970150122,40,2023-09-19 20:36:17
Produto_25,Categoria_B,135.01748437959475,42,2023-06-20 23:30:50
Produto_53,Categoria_B,132.8033295358716,27,2023-07-29 20:25:58
Produto_87,Categoria_C,122.68844931999202,8,2023-02-19 00:49:59
Produto_19,Categoria_E,104.70326403807509,16,2023-03-10 12:23:33
Produto_13,Categoria_C,419.2066616501347,13,2023-09-20 17:45:55
Produto_35,Categoria_E,336.07319830311167,13,2023-08-02 01:47:54
Produto_79,Categoria_C,348.3228624279266,27,2023-02-24 11:50:59
Produto_14,Categoria_E,31.669006267640277,46,2023-07-23 04:28:39
Produto_34,Categoria_D,245.90845235813194,46,2023-07-30 02:50:47
Produto_6,Categoria_D,83.16522683378224,42,2023-09-29 14:22:08
Produto_26,Categoria_D,113.24387008579892,39,2023-12-05 08:19:35
Produto_43,Categoria_C,377.07612506837296,8,2023-03-09 03:09:05
Produto_8,Categoria_B,381.6385121799429,4,2023-11-09 16:00:11
Produto_63,Categoria_D,456.9099292396033,33,2023-06-20 02:22:26
Produto_50,Categoria_C,421.9026555387125,28,2023-04-22 07:11:52
Produto_85,Categoria_D,354.68462930268646,43,2023-06-18 01:25:06
Produto_81,Categoria_A,296.8938124556798,11,2023-03-28 03:01:12
Produto_27,Categoria_A,37.2915280990639,3,2023-04-20 01:40:45
Produto_70,Categoria_D,12.03912166755485,45,2023-08-16 08:45:48
Produto_67,Categoria_C,121.70780433976374,31,2023-10-01 15:05:22
Produto_91,Categoria_D,250.2476837523917,33,2023-09-22 21:09:09
Produto_8,Categoria_B,215.4581233904024,8,2023-10-18 12:21:48
Produto_29,Categoria_D,259.16988423043597,26,2023-02-26 19:31:55
Produto_21,Categoria_D,410.8169474491376,34,2023-11-18 00:05:00
Produto_74,Categoria_D,257.8366735546397,26,2023-04-28 11:21:45
Produto_78,Categoria_D,497.08689148557625,31,2023-01-12 22:27:52
Produto_45,Categoria_B,435.73273037490316,21,2023-11-02 23:14:06
Produto_32,Categoria_E,134.9969481848672,10,2023-06-26 22:24:33
Produto_56,Categoria_A,108.67352504843191,29,2023-01-24 16:39:38
Produto_75,Categoria_A,391.92441690979024,3,2023-10-02 17:18:34
Produto_17,Categoria_C,102.56151814806532,49,2023-07-11 14:32:03
Produto_7,Categoria_B,460.9332476480907,5,2023-08-18 10:13:41
Produto_43,Categoria_B,264.5932035767262,10,2023-04-23 21:15:03
Produto_13,Categoria_E,227.14282869028014,14,2023-01-08 12:35:18
Produto_61,Categoria_C,232.98698309574218,20,2023-09-21 04:53:49
Produto_34,Categoria_D,292.0417212632165,38,2023-10-28 13:43:40
Produto_19,Categoria_E,189.53088967720305,41,2023-03-04 03:02:07
Produto_44,Categoria_A,278.5259473099632,36,2023-01-29 16:18:29
Produto_44,Categoria_E,316.7244568512499,41,2023-08-25 08:40:44
Produto_74,Categoria_A,439.9699820656547,11,2023-07-25 20:40:00
Produto_78,Categoria_C,478.5059036751336,35,2023-06-02 04:15:14
Produto_91,Categoria_A,273.7362646789315,22,2023-12-30 12:44:11
Produto_94,Categoria_A,127.98087461774097,37,2023-07-26 10:59:32
Produto_65,Categoria_B,155.53440394116606,25,2023-12-08 18:58:22
Produto_40,Categoria_D,165.8253835986655,44,2023-07-03 11:26:15
Produto_36,Categoria_E,202.0947836010145,27,2023-12-22 17:26:18
Produto_3,Categoria_A,298.1796801572,10,2023-11-26 14:09:21
Produto_100,Categoria_B,61.02046510671792,27,2023-09-15 18:10:48
Produto_3,Categoria_C,347.5934716475401,24,2023-04-01 19:35:56
Produto_69,Categoria_A,413.2039494077008,27,2023-12-24 20:36:21
Produto_1,Categoria_E,272.20792823830203,14,2023-02-01 04:54:01
Produto_57,Categoria_E,408.82171240093135,7,2023-05-12 18:00:37
Produto_13,Categoria_C,447.25133750443865,18,2023-06-02 13:00:28
Produto_85,Categoria_C,78.61777661204962,34,2023-08-04 18:05:24
Produto_9,Categoria_E,184.79390690649313,12,2023-06-06 13:17:24
Produto_69,Categoria_A,185.2498896122225,36,2023-08-22 10:37:07
Produto_2,Categoria_D,108.55902230776195,8,2023-11-17 11:38:56
Produto_98,Categoria_C,51.96907307593123,44,2023-02-02 22:01:40
Produto_21,Categoria_B,73.0152053151995,37,2023-06-06 01:29:49
Produto_63,Categoria_E,51.976814407457844,11,2023-03-14 09:27:01
Produto_37,Categoria_A,280.09426986979014,32,2023-05-12 13:59:13
Produto_26,Categoria_A,138.54968462044928,18,2023-06-04 08:59:30
Produto_21,Categoria_E,268.21011793619954,37,2023-04-05 08:56:57
Produto_96,Categoria_D,467.31076933929035,20,2023-11-29 23:01:52
Produto_43,Categoria_B,71.82760688821958,44,2023-11-08 03:53:35
Produto_51,Categoria_D,249.0211450525744,29,2023-01-17 04:14:10
Produto_6,Categoria_A,139.53049425942942,45,2023-10-18 08:41:47
Produto_77,Categoria_C,206.2170528907983,45,2023-03-17 20:51:02
Produto_54,Categoria_E,358.8700463674934,19,2023-01-16 20:51:44
Produto_41,Categoria_D,347.21048139537317,17,2023-05-19 14:12:07
Produto_40,Categoria_C,161.67138947586568,23,2023-02-08 15:41:32
Produto_97,Categoria_B,312.3349744245504,32,2023-07-29 05:54:03
Produto_79,Categoria_A,309.2817384599615,31,2023-06-27 23:27:18
Produto_2,Categoria_B,465.3270821511326,22,2023-01-21 14:30:06
Produto_30,Categoria_B,472.83574454360587,19,2023-08-10 20:57:35
Produto_5,Categoria_C,457.1842670833852,11,2023-05-07 08:21:47
Produto_72,Categoria_A,34.52046131739228,43,2023-05-16 09:16:37
Produto_66,Categoria_A,23.03702970598396,46,2023-03-05 00:21:52
Produto_37,Categoria_C,117.74949957625762,5,2023-10-05 12:07:33
Produto_51,Categoria_B,381.584243511398,15,2023-12-04 16:46:51
Produto_84,Categoria_D,153.8072583727474,28,2023-08-25 09:40:09
Produto_56,Categoria_C,162.8420167991402,9,2023-06-29 14:05:19
Produto_92,Categoria_B,311.72796114754516,35,2023-10-30 14:52:17
Produto_69,Categoria_B,15.769669911506579,17,2023-04-03 09:00:43
Produto_13,Categoria_B,379.34389579048405,40,2023-05-08 11:34:52
Produto_76,Categoria_D,385.53375570121284,28,2023-01-04 16:38:12
Produto_76,Categoria_A,213.75071171312814,43,2023-06-12 10:40:25
Produto_73,Categoria_E,364.4116155027451,40,2023-03-30 22:04:29
Produto_46,Categoria_E,402.26960705772797,17,2023-06-02 18:11:39
Produto_53,Categoria_C,400.48699285991745,36,2023-09-13 01:04:07
Produto_54,Categoria_A,34.821352383655544,4,2023-09-16 07:35:03
Produto_40,Categoria_A,334.0492463336468,25,2023-09-14 05:18:27
Produto_19,Categoria_E,70.86522829592269,44,2023-10-14 19:24:54
Produto_2,Categoria_C,441.2461603115485,25,2023-11-20 11:41:10
Produto_54,Categoria_A,423.69024625388386,35,2023-02-01 23:27:35
Produto_57,Categoria_E,38.159728797948524,40,2023-05-12 20:19:39
Produto_31,Categoria_C,435.77019395962253,38,2023-07-31 22:20:59
Produto_53,Categoria_C,277.3818468972698,30,2023-09-18 18:23:13
Produto_83,Categoria_A,37.366170680519545,11,2023-03-09 23:46:15
Produto_27,Categoria_E,59.48838697874133,34,2023-06-08 18:22:00
Produto_51,Categoria_A,385.4980269278704,27,2023-12-26 11:18:04
Produto_35,Categoria_A,203.35560433045686,47,2023-03-06 23:06:00
Produto_20,Categoria_A,54.12880261523712,49,2023-11-12 13:17:54
Produto_80,Categoria_D,199.6415585769571,39,2023-03-10 02:38:45
Produto_86,Categoria_A,83.96454261495887,28,2023-03-24 04:30:19
Produto_78,Categoria_D,317.68347673902906,35,2023-09-10 08:51:11
Produto_75,Categoria_E,314.04308049137313,11,2023-10-20 07:21:58
Produto_10,Categoria_E,267.7010522561103,19,2023-09-27 17:03:10
Produto_25,Categoria_A,157.83508400039653,29,2023-07-02 01:21:13
Produto_34,Categoria_C,318.26396412341023,31,2023-07-28 00:13:49
Produto_68,Categoria_E,147.37497287082277,22,2023-10-10 02:39:40
Produto_92,Categoria_D,12.12441993808636,2,2023-04-25 16:37:55
Produto_75,Categoria_B,244.87480080287924,22,2023-10-21 07:03:06
Produto_68,Categoria_B,178.71874841573023,14,2023-06-14 15:04:55
Produto_51,Categoria_D,52.48728883404763,23,2023-11-10 05:09:22
Produto_70,Categoria_C,395.0956573851653,6,2023-08-13 10:51:02
Produto_90,Categoria_B,190.35824531068803,22,2023-09-11 14:32:53
Produto_10,Categoria_C,70.98045450267509,14,2023-09-02 06:34:30
Produto_72,Categoria_D,55.336729373355396,17,2023-09-01 21:00:12
Produto_47,Categoria_E,46.81135363695928,5,2023-05-29 02:56:52
Produto_66,Categoria_E,322.5098746600884,16,2023-03-16 14:33:13
Produto_70,Categoria_A,492.0761603778691,36,2023-06-30 23:23:19
Produto_73,Categoria_B,239.64063305735704,34,2023-04-23 23:47:08
Produto_66,Categoria_B,171.56234720400093,5,2023-04-28 03:22:10
Produto_85,Categoria_B,267.9295319155863,48,2023-03-03 14:28:31
Produto_64,Categoria_E,246.64629387636765,29,2023-11-17 16:22:44
Produto_7,Categoria_A,283.9025707981005,33,2023-09-05 03:25:04
Produto_45,Categoria_A,450.9527740690928,34,2023-05-01 23:18:56
Produto_10,Categoria_D,252.15290704977235,11,2023-03-12 00:13:03
Produto_32,Categoria_E,322.79909266447424,11,2023-05-22 11:16:46
Produto_49,Categoria_B,206.79050061019586,6,2023-03-28 07:38:29
Produto_17,Categoria_B,191.33116890379827,27,2023-05-07 05:55:14
Produto_30,Categoria_C,491.92272166616914,48,2023-11-03 05:24:04
Produto_81,Categoria_A,302.14546092648044,47,2023-08-28 16:36:44
Produto_38,Categoria_D,350.87383123924434,11,2023-12-05 01:32:37
Produto_55,Categoria_D,271.1613153773245,26,2023-01-22 15:08:55
Produto_99,Categoria_A,225.73044006211546,20,2023-02-19 19:55:25
Produto_35,Categoria_B,100.96880872149943,24,2023-01-02 17:54:49
Produto_73,Categoria_A,146.073732256351,3,2023-12-03 08:15:06
Produto_33,Categoria_B,399.20576976145014,34,2023-03-27 10:41:26
Produto_15,Categoria_A,83.87035773234538,30,2023-07-22 17:03:52
Produto_63,Categoria_D,493.07445991687865,26,2023-05-02 08:46:11
Produto_7,Categoria_D,444.0636944067398,19,2023-05-26 12:12:01
Produto_95,Categoria_E,135.84315300323658,28,2023-04-24 05:50:23
Produto_79,Categoria_C,60.01016675603266,21,2023-11-16 13:31:03
Produto_67,Categoria_C,290.0320198554691,40,2023-11-14 10:13:33
Produto_29,Categoria_A,96.18881088219023,19,2023-06-18 16:29:38
Produto_57,Categoria_E,239.5532036856283,40,2023-06-22 04:46:15
Produto_46,Categoria_E,489.4553171844881,29,2023-02-13 10:06:05
Produto_42,Categoria_A,189.61858665177974,18,2023-06-19 01:57:22
Produto_61,Categoria_D,101.0124582737395,29,2023-12-20 01:16:51
Produto_67,Categoria_B,487.43684949912284,27,2023-04-19 20:08:54
Produto_91,Categoria_D,438.50927437891215,23,2023-10-11 08:05:14
Produto_67,Categoria_D,37.199624269769146,9,2023-07-19 07:44:41
Produto_26,Categoria_E,435.8110087878424,14,2023-12-14 23:24:46
